Date,Adj. Close,HL_PCT,PCT_change,Adj. Volume
2004-08-19,50.32284179174976,3.7125629142373224,0.3239148851347821,44659000.0
2004-08-20,54.32268893670621,0.7109223525066888,6.739913212076452,22834300.0
2004-08-23,54.86937650886953,3.7294332723948815,-1.2431444241316314,18256100.0
2004-08-24,52.597363020888004,6.417469247639931,-6.074187088776579,15247300.0
2004-08-25,53.164112522305025,1.8867924528301894,1.169811320754709,9188600.0
2004-08-26,54.1220696441692,0.0370679269761836,2.7430265962375997,7094800.0
2004-08-27,53.23934475700641,2.326895902025433,-1.8370230805463839,6211700.0
2004-08-30,51.162935079248456,3.411430251936075,-3.205568081560623,5196700.0
2004-08-31,51.343492442531755,1.3089772394256038,0.04884243430693935,4917800.0
2004-09-01,50.280210192085654,2.7132169576059804,-2.4438902743142115,9138200.0
2004-09-02,50.91216096357721,0.8472071717072152,2.3840015761994007,15118600.0
2004-09-03,50.159838616563455,1.7298270172982582,-0.9399060093990534,5152400.0
2004-09-07,50.947269339771175,0.4134672179562877,0.5611340815121049,5847500.0
2004-09-08,51.30838406633777,0.7135874877810452,1.5249266862170123,4985600.0
2004-09-09,51.313399548651205,0.39096862476784583,-0.18571009676473332,4061700.0
2004-09-10,52.82807520730555,1.167758473369416,3.664672932687745,8698800.0
2004-09-13,53.91643486931878,0.846511627906971,0.8093023255814029,7844100.0
2004-09-14,55.917612312375354,0.4574401291595627,3.6326127903847887,10828900.0
2004-09-15,56.17340191036003,1.9910714285714404,1.285714285714277,10713000.0
2004-09-16,57.16145192610475,1.6056857067649397,1.4302009300693066,9266300.0
2004-09-17,58.926901700430356,0.0,2.6129883394331372,9472500.0
2004-09-20,59.86479689304083,1.8766756032171452,2.019101876675601,10628700.0
2004-09-21,59.10244358140023,2.189409368635435,-2.0027155465037323,7228700.0
2004-09-22,59.37327962632518,1.0897110998479518,0.7856056766345612,7581200.0
2004-09-23,60.59705731080088,1.4980963416652888,1.6388015229266566,8535600.0
2004-09-24,60.100524561771806,3.5633814570641733,-0.9513477426354053,9123400.0
2004-09-27,59.313093838564086,2.2154574665990037,-1.099272788770498,7066100.0
2004-09-28,63.62640862810958,0.4256660886016163,4.501024751694773,16929000.0
2004-09-29,65.74294216437494,3.0057979859627713,3.471162648764122,30516400.0
2004-09-30,65.00065078198803,2.083333333333341,-0.23070987654321048,13758000.0
2004-10-01,66.4952645113887,1.2520742193392582,1.3425856086891053,15124800.0
2004-10-04,67.73910412511809,1.340145120687093,-0.15918850881088728,13022700.0
2004-10-05,69.39922877086177,0.11563200115631919,2.6812170268121926,14973200.0
2004-10-06,68.75223155242995,0.9994163991829311,-0.4304056025678199,13381400.0
2004-10-07,69.63997192190615,0.7418077061577395,1.6492617933021134,14115000.0
2004-10-08,69.07823790280256,1.4158135482465803,-0.7260582298700307,11069500.0
2004-10-11,67.83941377138657,2.661540736359628,-1.2938045246192642,10472100.0
2004-10-12,68.91272698645953,0.15283842794761784,2.11790393013099,11665500.0
2004-10-13,70.66814579615829,1.880766501064592,-1.6607523066004346,19766200.0
2004-10-14,71.21984885063503,0.2676056338028151,0.6901408450703979,10442100.0
2004-10-15,72.27811561876771,0.9645409756435989,-0.5828880716119591,13194700.0
2004-10-18,74.81093418704734,0.02681684097613283,4.049342987396076,14036300.0
2004-10-19,74.19904534480949,3.0147357036636455,-1.7304312559145478,18109800.0
2004-10-20,70.46251102130786,6.050252687023986,-5.302868531568087,22722600.0
2004-10-21,74.92127479794269,0.5020752443432821,3.514526710402994,29149800.0
2004-10-22,86.48196153038732,4.488778054862828,1.1569912428231748,73710000.0
2004-10-25,93.99013855358456,3.751334044823895,5.933831376734262,65462800.0
2004-10-26,91.18146845806655,5.962596259625952,-2.557205720572057,44569500.0
2004-10-27,93.27292458276477,1.9089100392536453,1.8610528579878483,26686200.0
2004-10-28,96.9492731185053,0.5638903259182579,3.4505949301603778,29663900.0
2004-10-29,95.61515482313425,4.883550146873685,-4.317037347880823,42282600.0
2004-11-01,98.31849979007033,0.8366066418405144,1.2906187828393667,24425300.0
2004-11-02,97.73670384171302,2.2476522810078507,-1.9808077179658243,22669900.0
2004-11-03,96.13174950141702,5.180779464704971,-3.4016799707831233,27749600.0
2004-11-04,92.63595832895979,3.086085544125619,-1.9220357336221077,28790300.0
2004-11-05,84.93719297785242,7.6468851490995124,-7.46973723058754,39626500.0
2004-11-08,86.54214731814842,1.6748768472906288,0.979426253259918,22361200.0
2004-11-09,84.61118662747978,3.8529934795495038,-3.200948429164209,22106200.0
2004-11-10,84.1898861131521,2.776122959609196,-1.6740140593351487,21266700.0
2004-11-11,91.79335730030441,0.3988635121844579,7.48552070811934,29941000.0
2004-11-12,91.28177810433505,4.285714285714288,-1.7747252747252626,33458700.0
2004-11-15,92.72122152828803,1.8661762319467607,2.3908692594796483,23779100.0
2004-11-16,86.5396395769917,4.013445767770723,-1.0692862731461366,41792900.0
2004-11-17,86.5170699065813,2.8985507246376776,2.0173913043478287,36229500.0
2004-11-18,84.02939067912249,4.106482034141107,-1.707055031634242,33225900.0
2004-11-19,84.96227038941954,0.34238488783943094,0.20070838252656295,17521000.0
2004-11-22,82.8056129946468,2.6650514839491204,-2.119927316777713,24711600.0
2004-11-23,84.01935971449565,1.9758834765998121,-0.2357927411652239,24801700.0
2004-11-24,87.65056890941534,1.4019226367589903,-0.04577706569008895,30531400.0
2004-11-26,89.97273722053112,0.3567645911143453,2.0012263782819417,12947200.0
2004-11-29,90.80530728455967,1.0494338580502551,0.4391052195526146,21311800.0
2004-11-30,91.2717471397082,0.5605011539729602,0.7033739971425539,15384600.0
